Actinobacillus,Actinomyces,Aggregatibacter,Alkalibacterium,Atopobium,Bacillus,Bacteroides,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Chryseobacterium,Corynebacterium,Defluvibacter,Dialister,Fusobacterium,Gemella,Granulicatella,Haemophilus,Halomonas,Helicobacter,Herbaspirillum,Janthinobacterium,Kingella,Lautropia,Leptotrichia,Luteibacter,Marinilactibacillus,Microbacterium,Micrococcus,Mogibacterium,Moryella,Neisseria,Nesterenkonia,Ochrobactrum,Oribacterium,Other,Paracoccus,Parvimonas,Pedobacter,Peptostreptococcus,Porphyromonas,Prevotella,Propionibacterium,Pseudomonas,Psychrobacter,Rothia,Selenomonas,Shewanella,Sphingomonas,Staphylococcus,Stenotrophomonas,Streptococcus,TG5,Tannerella,Thiobacillus,Treponema,Unclassified,Veillonella,[Prevotella],Helicobacter_Pylori
0.23539269,1.3562881,0.1788842,2.212616,-0.060850956,-0.21004012,1.9359941,0.9551325,-0.17315853,0.8527452,-0.90807277,0.5666951,-0.13615626,0.31271344,0.37963146,3.5403302,-0.06265932,2.7658074,1.0838126,0.24956857,9.228675,-0.6920517,-0.44467613,-0.42681694,0.32222673,0.20250481,-0.2901876,-0.5138533,0.4020015,-0.013462472,-0.5354009,-0.39775845,0.41422048,-0.4059788,-0.45279536,0.0231371,1.0459567,-0.52950746,0.5233075,2.2064579,-0.5088356,0.56877816,3.339377,-0.6149643,0.34097427,0.1051474,1.2267609,0.058171913,0.6331653,-0.22824727,0.25232682,1.5680242,5.383961,0.059019938,1.1200595,0.079058565,0.5183938,4.4726324,1.9070336,2.858595,1
1.7719308,5.981313,0.72693926,5.0703726,1.4307587,0.5904303,4.6773033,3.7098475,2.276478,1.7208943,0.30996,-0.24657185,1.5552732,-1.0258619,-0.80171436,3.4985058,0.53431183,5.7560964,4.164095,1.5945541,6.1639686,0.81599194,0.17330481,1.1761549,0.5248388,3.5898879,-1.1742544,0.5462518,2.569892,-1.1917691,1.188544,2.306561,5.632137,1.8676491,-0.17895582,2.555427,3.5301847,0.044442337,-0.19284688,3.0416327,1.0558083,4.4894958,7.0099607,0.8601368,0.43803197,-0.5896076,5.5148544,0.78590167,0.5583423,-0.2157232,-0.57628417,2.1606524,6.9535494,-0.014630839,-0.14974944,-0.78365463,0.15422274,6.64079,5.2077436,4.849677,1
0.48604828,0.9102113,-0.80230576,3.4673352,-0.87337387,0.8447903,3.4626288,-0.7993581,-0.7196596,-0.9378566,-0.81307226,0.9649349,-0.38389558,0.024878694,-0.46948144,2.685034,-0.1674736,1.8853707,0.002052702,-0.8292556,9.430434,-0.9549568,-0.14561166,-1.1406078,0.36492756,-0.67135715,0.07718207,0.28416324,3.0866585,0.24240912,-1.001257,-1.1945803,1.7946379,-0.549375,-0.020361211,-0.64174616,2.5777416,-0.31849286,0.20099705,4.0487823,0.17398986,0.48055366,1.5484009,0.48666877,2.3902147,-0.24406289,0.11970364,-0.37070805,0.6928593,-0.8906886,2.093141,3.2970033,4.149184,-0.46917024,-0.027402246,-0.29858515,-0.29200116,4.692251,2.3446262,2.05852,1
-0.7996417,6.3288727,2.1073446,1.7482512,4.6005883,-1.0944084,1.2667608,4.736251,4.032165,4.0426455,0.35960785,-0.15619214,0.70288736,-0.5584937,2.4848056,6.6387887,3.9526289,6.013346,4.8572335,2.1217983,1.5347906,-0.69637793,-1.05115,1.7461665,-0.43924972,4.769446,-1.2848055,-0.36574647,-0.6455617,-1.1996518,3.3753598,3.5026686,3.4981837,0.7694496,-1.3756334,4.518441,1.7333198,-0.51150405,1.6968162,-0.017056543,0.6400541,5.4481854,7.8783283,-0.52885413,-0.73150986,-0.04219248,6.3856807,3.2334008,-0.7224784,-0.28224352,-1.0990748,0.02891064,7.677608,0.56623536,3.4076173,-0.7418027,4.440096,6.2411656,6.2831826,5.535476,1
0.043912902,4.0317554,0.26211056,3.299955,3.3511972,-0.1601225,2.3192742,1.7516203,0.48226628,2.9577827,0.0931727,-0.078652084,0.78666145,-0.87672853,2.0192978,4.9470425,3.1162372,3.870328,2.1354864,-0.16139987,7.7155094,-0.53715515,-0.5186258,0.031555608,-0.42968118,2.9779234,-0.42626622,0.1551175,0.29601696,-0.30145308,0.7651531,0.7114497,1.8625134,0.5274883,-0.73987037,2.5077808,1.6614932,-0.14877562,1.8408358,1.9239157,0.92723763,2.6076627,6.718304,0.5935855,0.27958497,-0.6973596,3.278054,1.882454,0.11614985,-0.11102505,-0.021563245,1.2887453,5.906935,0.8731472,2.8333204,-0.23290025,3.434439,5.3690634,4.9345407,5.011925,1
0.6459455,1.6362987,-0.11183245,1.4398073,1.5925922,-1.078965,2.155225,1.5136714,0.32845253,0.9310242,-0.61594874,0.14888722,0.0516172,-0.1582051,-0.47238162,1.9210498,1.118857,2.7104437,1.1824173,-0.18002947,8.766084,-0.45930323,0.29844317,-0.525476,0.4224718,0.84028107,0.024282169,-0.8032185,0.5169011,0.3129216,-0.19682203,0.18550913,2.8903441,-0.6169703,-0.2615151,0.88420796,1.5920807,-0.4313511,0.29733917,1.1177828,1.9150012,1.2944301,3.871435,0.23142326,1.0646347,0.031812765,1.1674805,-0.18417259,-0.3620535,-0.6411547,0.8006311,1.3511163,5.0797796,-0.5465574,-0.29695958,-0.547067,-0.303343,4.007905,4.1358423,1.899968,1
-0.13503985,3.802441,0.28651017,2.056868,2.7551925,-0.8677873,2.1622221,4.0894623,2.342299,2.5001152,-0.71733797,-0.33879882,0.63324517,-0.20527278,0.78582597,3.2750783,1.3804789,4.203804,2.1072576,0.43926615,7.179633,-0.7818163,0.6289984,0.45463523,-0.054282542,2.3745441,-0.6979773,-0.72460836,0.7463713,-0.93696094,1.5978202,2.4191542,3.5811036,-0.28835166,-0.2159595,2.1782515,1.4548748,-0.5178862,1.5013994,1.1514958,0.9558984,3.611171,6.684528,-0.41284332,0.29752782,-0.15677011,3.403581,0.16083422,-1.0257146,-0.49578664,0.7922333,0.77978086,6.355434,0.31434706,0.33980855,-0.85836935,2.5209243,4.614181,4.220336,3.0378902,1
-0.5155377,1.7744163,-0.8338614,3.7239492,-0.18351999,0.2872706,4.535795,0.40645385,0.31850114,-1.142688,-0.85746217,0.5831298,2.1305492,0.23775598,-1.1436137,0.0936426,-0.6819591,2.5141065,0.49335492,-0.6692608,9.420767,-0.7701005,0.21842349,-0.26037127,-0.592254,0.41713896,-0.7076319,-0.99229735,1.6034936,-0.34976235,-0.059481144,-0.44311643,4.612233,-0.68040985,0.40955013,-0.66961616,2.5417933,0.14185481,-0.82037765,3.8921525,0.8303846,1.0359402,2.9996946,0.37412035,0.7208748,-0.7928623,1.1064428,-0.432933,0.2976253,-0.9021814,2.4153466,2.1609035,6.013296,-0.05993582,-0.8970285,-0.09359419,-1.0790308,4.8168473,1.8265206,2.8605742,1
-0.45960608,1.3505639,-0.29276806,3.485976,0.6264927,-0.41920045,2.9889057,0.9857723,-0.37637165,-0.9899782,-0.92586523,0.5333207,1.0186754,0.4480161,-0.07739789,1.2637644,-0.6542522,2.2237308,1.5150504,-0.44744638,9.218938,-0.5876932,-0.35432503,-0.34602544,0.6616953,-0.036381025,-0.27783993,-0.76420945,1.2652979,0.87948555,-0.49773505,-0.44909796,0.7581068,-0.64444256,0.39659238,0.20048521,1.2831414,-0.33975312,-0.08458016,2.3590045,-0.25081375,-0.25093427,2.3759985,0.1160021,0.8037868,-0.57255775,0.40502554,0.62751096,-0.3383686,-0.4955405,0.2503933,2.2353737,4.13431,-0.13750206,-0.29173473,-0.04046532,-0.73306787,3.6078615,1.4845628,1.138151,1
0.9525159,3.3179154,0.53041536,3.1953633,2.5469651,-0.1476235,2.9210298,2.0184786,0.64823496,0.78482944,0.57605577,0.59188795,0.30175352,-0.7274573,1.1882484,4.214407,1.86283,3.723851,2.2295463,0.45663425,7.6358204,-0.11628147,0.8095583,0.19747378,0.7122616,1.8638995,-0.017832642,-0.093088485,1.8047018,0.3471239,0.4233196,0.4870624,1.7160329,0.08715784,-0.72840047,1.6103576,2.3034027,0.065641634,0.7143468,1.5909083,0.66773456,2.2656274,3.8022747,1.7185239,1.5825971,-0.107538685,2.2104864,1.2555182,0.118732795,-0.014775489,-0.297633,2.1095781,5.4977303,0.049370497,1.2094625,-0.24416916,2.0970504,4.5531754,4.101846,1.9537579,1
0.31640244,1.8604624,-0.8578947,1.9406451,1.5620798,-0.58002967,2.9301326,1.802633,-0.62051225,-0.08153651,-0.9781391,0.29631925,-0.33308423,0.3846511,0.07523298,2.8491912,1.8254497,2.500734,1.7884902,0.29538244,9.392527,-1.0278435,0.06186017,-0.5817137,-0.2147591,0.6889142,-0.4253702,0.03701209,0.29611686,0.5577287,-0.74194825,-0.3003925,2.4658232,-0.6287695,-0.39605084,0.28550488,1.1945444,-0.61706036,1.0748484,1.8854419,1.0297518,2.034016,3.1546311,1.4595952,0.7503987,-0.06960332,1.6777039,-0.5113066,-0.5779079,-0.7934651,0.52008194,1.0836246,5.245972,-0.67725956,0.7759531,-0.33964655,0.5286596,4.1224027,5.4038396,0.30012736,1
-0.4636319,5.4629045,0.008984217,2.7866447,3.551573,0.01234411,2.4814577,3.009185,2.9553769,0.9629728,0.56158656,-0.011876082,0.79551774,-0.57521874,2.7545485,4.5694346,1.9757259,4.24983,2.2636945,-0.028108083,5.4663897,-0.2414131,0.16825917,-0.113173805,1.0889227,3.280875,-0.30157262,0.30998728,1.1572609,-0.20285344,1.758532,1.5996022,0.97868866,0.34730843,-0.2018211,3.349805,1.57554,-0.59317356,2.6715174,2.1397214,0.10638431,0.5440036,6.344924,0.18082637,0.82403326,-0.47071353,1.9957136,3.2518263,-0.2030899,0.35323468,-0.24936442,1.7510196,4.7471294,0.92406195,2.3825035,0.10672093,3.7599452,4.973696,4.791907,4.1871405,1
-0.23347712,2.781716,-0.39994565,4.882191,1.3685228,0.9384012,3.4425936,0.36073068,-0.09169778,-0.65444213,-0.6900456,0.071923025,0.5145453,-0.2926023,1.2775196,2.8515594,1.0799773,2.520065,2.3394928,-0.5257443,8.283982,-0.76182234,-0.6394871,-0.9220021,-0.006103349,0.48895085,-0.18299156,0.3628339,2.5567105,0.506987,-0.6328688,-0.1868435,1.6828133,-0.4237906,0.342738,0.42203897,1.5576276,-0.24417372,0.71237236,3.591921,0.08447092,0.75278074,3.245921,1.2987548,0.9452851,-0.90724653,0.77878845,0.97794634,-0.39590147,-0.17647518,1.2558011,2.530924,3.8809943,-0.19714311,1.3747267,-0.4263909,1.1761883,4.2761335,3.184178,4.279143,1
1.2745237,4.8541,0.89848745,2.6160712,4.025997,-0.40263832,1.399749,3.1646094,2.7892168,1.9538562,0.5148479,0.28820413,0.5790325,-0.67622817,1.4709114,3.9839225,3.72692,4.082627,3.914721,0.30496678,7.130607,-0.92949826,-0.22718498,0.44759235,0.49854666,3.2654226,-0.5176646,0.7175263,0.82266647,-0.5356078,1.6573772,1.2352008,2.8194878,0.80972207,-0.7038832,3.0973666,2.0606096,-0.66750073,2.4657443,1.0620548,1.5387907,4.147075,6.2167645,1.1563333,0.4036995,0.015624568,3.4372613,2.2809024,0.29778284,-0.27293724,-0.39947104,1.997654,6.12969,0.6219673,2.792551,0.050500795,2.0521913,5.395186,5.905952,2.3162491,1
0.31710467,2.584417,0.5615384,2.760401,3.4552617,-0.49892607,2.6901343,1.6648079,0.16555,1.4177464,0.23144746,0.361151,-0.08910701,-0.70635563,0.23454301,4.774485,3.7968621,3.1248038,1.1085109,-0.6303116,8.965267,-0.9710979,-0.5974144,-0.39454427,-0.84561604,2.2188764,-0.013511694,-0.553921,0.39223066,0.039689966,0.45274317,0.01826121,1.7723478,-0.59221643,-0.9050726,2.4694116,1.8770483,-0.040656656,1.268635,1.6859818,0.75559086,3.3302083,5.05321,-0.0012440025,0.99363935,-0.36886442,2.175447,0.26363668,-0.2448561,-0.4219791,0.10964968,0.8632717,6.5476446,0.050686445,2.1362,-0.5533089,1.3884277,4.8661494,5.4891076,3.7289028,1
1.5392315,4.5366597,-0.45542037,3.3341558,2.1667013,0.28085825,3.0967522,1.2436314,1.726689,0.9998663,0.41150224,-0.15411289,1.2483239,-0.46934137,-0.4176607,2.5955343,2.0835764,3.9753542,2.9750988,0.8229568,6.419365,-0.16450317,0.2910041,-0.004791158,0.38611484,1.8601393,0.085647225,0.30263978,1.4495835,-0.534087,0.67235243,0.8284945,4.3957253,0.41380423,-0.33349046,1.2580507,3.9637802,-0.3319423,-0.011526399,2.0616918,2.136181,4.039766,5.605476,3.7989295,1.6369134,-0.5024867,4.0683494,0.30960867,0.057849254,-0.7343948,1.4289408,2.691932,6.113816,-0.71049017,0.5202388,-0.26780543,0.6235897,5.7391973,5.913311,3.5120864,1
0.9469238,3.7536442,-0.84321606,3.1048732,0.45292306,0.034460023,4.0297923,1.8665065,0.2143952,2.7722564,-0.7702812,0.19867569,-0.0022922806,-0.51541334,-0.1712925,4.372238,0.6634297,4.2893405,2.4424698,0.8935685,8.787304,-0.006189386,0.8602104,0.21246855,-0.35228616,1.26651,-0.9387345,0.5049011,1.4694595,-0.9747632,0.14770523,1.0009079,3.9651606,0.96651906,-0.00734681,0.38406193,2.8208458,-0.39127535,1.0513655,2.4184253,1.064293,3.3740213,5.5136094,1.0354397,0.02732753,0.5008664,4.7171235,-0.2635434,-0.2949666,-0.59584147,0.8461373,2.0474012,5.677405,-0.080172405,0.41745737,-0.43313178,0.5620745,5.530372,4.648052,2.2455819,1
1.7612948,3.9280694,0.3807756,3.5497472,1.4146577,0.47698605,2.3744657,1.6931978,1.7457463,2.260546,-0.34986302,0.35419393,2.2326345,-0.6690034,-0.3303174,3.8627346,2.9947035,5.71438,4.766098,1.7177022,4.193918,0.60799664,-0.29707447,0.5970165,-0.52758753,3.3147614,-1.0466378,0.4306193,1.513869,-1.053606,2.0395408,2.168466,5.9928966,1.4330877,-0.34231508,0.30155313,3.3892062,0.06901153,0.15126403,2.1425216,2.249011,5.5550485,6.0480695,0.68018955,-0.4646482,-0.3307597,5.3699727,1.942666,0.7348091,-0.96454453,1.8026632,2.0572531,7.454924,0.21223983,0.7236303,-0.632375,1.8202105,7.271843,5.0303535,5.0349603,1
-0.9992841,3.330128,-1.0423187,2.5776215,3.6621234,-0.7179908,3.7396615,3.8058615,1.8752288,-0.38458797,-0.51423,-0.031675156,0.3014973,-0.19959226,0.4617997,2.6182628,0.026525293,2.631714,0.24177095,-0.6789172,8.667205,-0.9490112,0.0021600726,0.006170599,-1.0405792,2.3732479,-0.72567046,-0.9068546,-0.5685855,0.24180174,0.28899541,1.4233215,-0.08228116,-0.5199107,-0.2993148,1.4556932,1.2774142,-0.29988134,0.4171306,3.3805866,-0.14949608,0.72703433,6.102943,0.27085918,0.26422384,-0.56372654,1.5741662,0.935437,-0.41810888,-0.2012387,-0.46045092,1.4906175,4.68486,0.0018196503,0.045168422,0.436867,0.5358534,3.81847,4.640183,3.9810712,1
-0.046868782,2.5392804,-0.9058665,5.07938,1.9332826,-0.0857601,4.1424265,0.5068723,0.19409579,-0.39217845,-0.5732949,0.8776896,0.49593553,-0.5311776,0.48796675,2.6780043,0.6617491,4.0631604,0.62663525,-0.6820534,8.510977,-0.32724667,1.1143217,-0.92041445,0.118136644,0.9385754,0.13679662,-0.5625199,2.6317713,-0.25022757,-0.10467389,0.196171,1.303838,-0.3531392,-0.13504148,1.5071625,2.7941582,-0.4133521,1.9033847,3.7002773,0.26412386,0.14466746,3.5718656,1.3130846,1.5293735,0.070322394,1.6978774,0.41205475,-0.6875368,-0.0036170199,0.48494714,3.8442092,4.0520034,-0.62612295,-0.0015227508,-0.10621355,0.6905134,5.563701,2.4981961,2.9153855,1
-0.8704386,0.88582903,-1.0134833,4.1660275,0.41986188,-0.5223932,4.464,-0.4708821,-0.9634768,-0.98770225,-1.163071,0.24411513,-0.7340419,-0.55873024,-0.7612369,1.1373048,-0.3427564,2.4297814,-0.6834321,-1.068046,9.683631,-1.1334878,-0.84354234,-1.2393156,-0.7012473,-0.40974155,-0.3238125,-0.8293106,2.888766,0.6081478,-0.9452213,-1.1535498,2.1023412,-0.8880611,0.3008271,0.5475534,1.6276966,-0.4210319,0.2539097,4.0297847,0.7760994,-0.7243524,3.5734398,0.5200925,0.70949376,-0.7567148,0.9459342,-0.9615017,-0.17434838,-0.9928639,1.8504637,2.43359,3.9834998,-0.9612669,-0.4276037,-0.62129134,-0.8427884,3.832898,2.2998781,3.6784947,1
0.63255507,5.4477386,1.3463324,3.9569554,3.0010254,-0.2241141,1.9721378,3.1589024,2.4135923,3.2223933,-0.005742029,0.101707,1.189007,-0.71309227,1.9486694,4.306887,1.7744815,4.5862145,3.582837,1.1114805,6.3339853,-0.33312824,-0.64472944,1.0658851,0.49666032,2.569039,-0.676352,0.63605905,1.3138005,-0.41568977,0.8834418,1.8139029,1.466774,0.7848303,-0.8368631,3.7128172,1.9731371,0.017999176,1.0501794,2.0397308,0.7392836,3.5011725,6.632688,0.044295914,0.32076076,-0.6278508,3.8208976,3.3301466,0.104813926,0.46736333,-0.81447095,1.162387,5.3243,1.5821418,2.2989776,-0.16121872,2.7256522,5.338814,5.370121,4.153779,1
-1.0191236,1.8450642,-1.0039576,3.9746878,1.2931176,0.5304622,3.9984744,1.0648508,-0.5109974,-0.49266103,-1.0605414,0.1981501,0.5107193,-0.318928,-0.18540013,0.9962119,-1.0026414,3.5292556,-0.31832647,-0.6636943,9.617091,-0.58020145,-0.57444614,-0.7264032,-0.75072944,-0.13547331,-0.47631958,-1.032682,0.7023925,0.08544827,-0.828361,-0.44374776,-0.16849308,-0.77027124,0.34230828,-0.42636484,1.6247637,-0.7333979,0.37688142,3.827763,-0.57032406,0.51067066,2.7158775,0.48295122,-0.0677611,-0.6042272,1.3933699,-0.54576474,0.25740424,-0.4176609,0.6267015,2.4688396,5.30639,-0.8738316,0.014571523,0.9364547,-0.43301943,4.1748714,2.0657601,4.5273404,1
0.14852439,1.2637837,-0.770824,2.7346027,1.1387993,0.38759193,3.1842344,0.28792587,0.090338714,0.072334655,-0.049293384,0.78750354,-0.813257,-0.40148458,-0.2568385,3.4828773,1.9704971,2.123456,0.7921873,-0.6852036,8.913664,-0.7226921,-0.1338562,-1.0161883,0.7252539,0.86602265,0.576192,0.18397684,1.4753228,0.28640476,-0.67931294,-0.6757939,1.2676871,-0.55375504,-0.21237814,1.2637318,2.188432,0.08594078,0.81144845,2.5258927,0.6219416,0.6353589,3.7298431,0.090956375,2.5156085,0.10133911,0.5769788,-0.1587667,0.34453735,-0.59396696,0.7166765,2.293211,4.5182195,-0.6959072,1.0816616,-0.71312064,0.66747695,4.61467,3.7685237,3.4001775,1
-0.06799757,3.6576133,-0.1957626,3.3752222,2.3584318,0.5985887,4.3000393,1.2909861,-0.0073880563,0.4876499,-0.4674403,-0.087752655,0.8423492,-0.97642416,-0.15384878,2.054163,0.76283675,5.024936,1.5020674,0.00017208258,8.345413,-0.18522145,-0.44138694,-0.41712084,-0.47537664,2.656218,-0.575165,-0.25180596,1.7354481,-0.3520751,0.659181,0.9658711,4.374555,-0.18783288,-0.22974007,1.1542795,2.589547,-0.048989803,0.65901524,2.3551855,1.5823255,2.4813633,5.9616427,1.7329544,0.040571354,-0.828134,3.571869,0.25428876,0.63217247,-0.63089126,1.2142411,2.515397,6.534956,-0.7567393,0.40239635,-0.4029646,0.31320307,5.714377,3.9777975,5.0606008,1
-0.91584116,1.1690795,-0.9466778,4.0700593,0.046763193,0.20138289,4.471261,-0.07745609,-0.6276816,-1.1616467,-1.086254,0.32800755,0.944579,0.36976865,-1.0255038,0.44656473,-0.8649612,2.3660274,0.4999666,-0.53717756,9.42144,-0.8772253,-0.7952785,-0.9570169,-0.48539287,-0.3183172,-0.5538977,-0.6565856,1.7379391,0.95526654,-0.635098,-0.84756696,4.123245,-0.8560878,0.684257,-0.51513517,2.6521692,-0.2181055,-0.5413066,4.035404,1.3085371,0.6794956,2.3821898,2.0877938,0.38994044,-0.87919307,1.0154356,-0.6977665,0.25076675,-0.95671123,1.7963867,2.6375513,4.347447,-0.99570304,-1.0530704,-0.2984185,-0.7401844,4.3064694,2.8115022,2.421893,1
2.286398,5.5628366,0.49512085,3.8625045,1.501846,0.36143816,3.2361815,2.85041,2.133664,1.8197845,0.11266485,0.22373587,1.266314,-0.7539082,-0.4942251,2.7138157,2.1669335,5.0944123,4.3168616,0.50336635,5.4978995,-0.22282544,1.1100848,0.72775966,0.55875254,3.9534452,-0.7710577,0.043457035,1.8616679,-1.2650872,1.7104305,1.9649887,5.9009347,0.9102772,0.23213255,3.2123199,3.9803905,-0.06004233,0.24773525,2.3388908,1.2381854,3.7932432,6.6901746,0.04005458,1.4292811,-0.5055329,4.9674344,1.0042192,-0.4816433,-0.7565652,-0.36393854,2.5583704,7.057627,1.5002841,1.0880799,-0.8901053,0.8202974,6.686967,5.4821634,4.5881166,1
-0.45869526,3.6321294,-0.49021906,3.0325274,1.273481,-0.7621612,3.4635117,2.8875282,2.2845082,-0.48344374,-0.8873087,0.67400926,-0.21203333,0.4280382,-0.46140617,1.3029909,-0.5769456,2.820466,0.22707638,0.016494453,9.282609,-1.0369198,0.4547418,-0.009683837,0.029264474,1.6005121,-0.7888242,-0.7883953,0.88591915,-0.021324426,-0.34056267,0.7374927,2.1483088,0.059807993,-0.26516062,0.2406579,2.5808747,-0.56011665,-0.24725808,3.1167297,0.005196939,1.7291988,4.0431957,1.8889569,0.07434393,-0.13582589,1.940143,-0.43094367,-0.28109065,-0.52135515,0.13813983,2.3390417,4.748534,-0.18012579,-0.29840246,0.36619723,-0.6349252,4.344461,4.262532,1.4096595,1
-0.887497,0.7476989,-0.91946113,3.9684515,-0.47719443,-0.193083,3.646055,-0.3484668,-0.81240577,-1.0773994,-1.0806978,1.0948389,-0.5107673,0.21163267,-0.96515965,0.6747034,-1.0588697,1.876277,-0.66195405,-0.90680707,9.679283,-1.088958,-0.3249794,-1.0741768,0.17106235,-0.7125188,-0.07053996,-0.85961604,2.3115678,0.8187861,-1.1120268,-1.0523401,-0.045834128,-0.77792805,0.53901273,-0.7090386,1.1488745,-0.62773824,-0.53695,3.6408498,-0.86285585,-0.46102843,1.6439743,-0.044380393,0.88983625,-0.3021002,0.4458355,-0.8408724,0.2547768,-0.8932824,0.8778315,2.8211963,4.0267878,-0.9058414,-0.7145018,0.39658314,-1.1239622,3.853389,1.1338173,1.561723,1
-0.4642058,2.1453354,-1.0585018,4.7937117,0.2661728,-0.37609968,4.544301,-0.28904712,0.16468851,-1.1019932,-0.9749569,0.059952937,1.1666596,0.032434884,-0.89218295,0.17712191,-0.86715525,2.270852,0.30097085,-0.7051765,9.488294,-0.6961674,-0.12687409,-0.95424014,0.24153955,-0.04391263,-0.58123505,-0.886347,2.4828277,0.52411824,-0.61034465,-0.84216714,1.6892004,-0.5562404,1.1393054,-0.23949058,3.593506,-0.32107317,-0.19750226,4.272123,0.7067938,0.26866156,2.2140648,2.7947755,1.5243795,-0.8715739,0.829714,-0.6933904,0.47481757,-0.6125589,1.3618063,2.4310563,3.589118,-1.0197588,-0.49087536,-0.04744163,-0.75955,4.3569713,3.3099957,2.0195339,1
0.12709326,3.4905262,-0.82633936,2.2851696,2.1137621,-0.30765113,2.8563216,1.4869696,-0.5949076,3.3211405,-0.50159794,-0.79601836,0.5245082,-0.705644,1.6513975,4.154265,2.1793897,3.2875214,1.9753656,-0.33644783,8.959204,-0.5475626,-0.24311139,-0.45501068,-0.72713774,1.7951914,-0.76267153,0.35825205,0.060278162,-0.31433395,0.16450885,1.0719147,3.0960784,-0.0044107824,-0.12583381,1.1247716,1.8885007,-0.51829785,2.551122,2.1727536,2.1264477,3.5696666,5.324259,1.1182086,0.022317013,-0.8789403,3.7060933,0.2041134,-0.69999707,-0.8314503,1.7502226,1.0804768,5.882914,-0.28097132,2.0311484,-0.100924484,3.0548978,5.603982,5.5476284,4.2566843,1
-0.32700196,3.996734,0.99943817,2.088652,2.3570187,-0.8932751,2.3549664,3.123611,2.5685735,1.7431986,-0.5612716,-0.48598698,-0.19647586,0.009307088,0.5927072,2.507013,2.2215562,2.8145955,0.96023893,0.0393545,8.758911,-0.81085646,0.3152301,0.32306463,-0.40837857,2.281781,-0.6510444,-0.89040464,0.20307982,-0.534338,0.92024744,1.360526,1.0393761,-0.57264566,-0.20983876,2.569595,2.5258982,-0.15814851,1.2304765,1.3273773,0.80316645,1.2895494,6.0779734,-0.34005955,1.340267,-0.2881372,2.7746174,0.29261002,-0.5069832,-0.16442873,-0.28645512,0.50617975,5.259994,1.4013613,1.0355593,-0.58340806,1.0184759,3.958976,5.3337445,2.8758214,1
-1.0154463,4.2185044,-0.6288415,2.9483838,3.4233623,-0.7066726,2.9106128,3.260838,2.0037186,1.146162,0.21012881,-0.15892637,0.30703944,-0.2541676,2.25036,3.5476134,0.77231294,2.7157989,0.2629621,-0.6765544,8.748599,-0.7517452,-0.108844906,-0.03801453,-0.074687205,2.0330312,-0.5352847,-0.6804151,-0.11733319,0.23263505,1.3512372,0.6228512,-0.4734047,-0.41186634,0.038851272,2.050864,1.5451562,-0.7497316,2.0605955,2.7056942,-0.28647268,0.045979284,6.0166903,0.30795285,0.29524204,-0.46849084,1.9909936,1.423054,-0.3050463,0.106526926,-0.40204823,1.3786277,5.0182123,0.4318084,2.0461068,0.8014739,2.490374,4.197842,4.31767,4.095674,1
-0.044371463,4.652818,-0.17045568,3.3402658,3.8337984,-0.7535711,2.911681,2.8683028,1.8595011,0.6490983,0.33156234,0.15610884,0.6670553,-0.88353544,2.7550592,4.3187904,2.2763693,4.0166125,2.0747764,-0.48542717,7.0956006,-0.73906505,0.30891445,-0.22327399,0.95923704,2.006792,-0.3591042,-0.20063359,2.3211029,0.042942535,0.5087502,0.85276675,0.5874695,-0.07717347,-0.67481726,3.211661,1.7254229,-0.41301155,2.3336496,2.1021237,0.42084628,1.0978987,4.8355064,1.1540014,1.0084349,-0.32116753,1.9666077,2.5926423,-0.518047,0.43561158,-0.36870947,1.9966301,4.2378125,0.008917364,2.2142012,0.36684433,3.4938948,4.647789,4.213692,2.764127,1
1.1621908,4.6975226,0.39660588,3.9877243,0.5376771,0.60388017,3.8779151,0.9425357,2.3523855,-0.51271397,-0.7416113,0.8485407,2.1129882,-0.37608808,-0.9879063,1.1577618,-0.23429596,4.6800466,3.1918821,1.2777077,6.742435,-0.41234553,0.2532807,0.6081929,0.5987141,3.2672212,-0.7715248,0.078899235,2.3493047,-1.0094496,0.43079355,1.1144812,5.6188602,1.5033474,0.28943074,0.07777247,4.097466,0.15099369,-0.66840005,3.1750958,1.6812205,4.603336,5.525461,2.9425995,1.0368198,-0.5612898,4.065371,0.07625206,0.54831433,-0.3218218,0.7359666,3.8033245,5.8555818,-0.22124,-0.84413004,-0.41989765,-0.88194853,6.441691,5.221242,2.941819,1
1.3476002,2.617556,0.053650536,2.396352,2.0522285,-0.32988837,2.2870119,1.7383257,1.1649306,1.4678797,0.7375464,0.77636886,0.10444725,-0.39350563,0.13203189,3.771487,2.536519,3.9742472,1.9834204,0.46978194,6.0516095,-0.34132314,0.89809126,-0.24826287,0.3514782,2.678456,0.06447995,-0.05596517,1.4236606,-0.5947865,0.55754507,1.2600404,4.187932,-0.24389838,-0.6932634,1.0497823,2.7175574,0.23420934,0.36592588,1.5607527,1.4632348,3.2084115,3.2680867,0.37983996,0.8784406,0.04685505,1.5986067,0.95090246,-0.37944174,-0.5487539,0.57637215,2.3528757,6.3596225,0.370162,0.8331156,-0.559624,2.3114996,5.2771125,3.8037353,2.7410727,1
